Rowid,Country,State lgd code,State,District lgd code,District,Year,Households that applied for a job card,Job cards issued,Job cards issued for scheduled caste,Job cards issued for scheduled tribes,Job cards issued for non scheduled tribes or scheduled caste,Households that demanded work,Persons who demanded work,Households that were allotted work,Persons that were allotted work,Muster rolls filled,Households that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Persons that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Households that reached a 100 day limit,Persons with disability,Non scheduled tribes or scheduled caste houeholds that worked,Total person days worked by non scheduled tribes or scheduled caste persons.,Scheduled caste houeholds that worked,Total person days worked scheduled caste persons,Scheduled tribe houeholds that worked,Total person days worked scheduled tribe persons,Households that worked on land reform or indira awas yojana,Total person days worked by women,Total person days,Scheduled caste households that reached a 100 day limit,Scheduled tribe households that reached a 100 day limit,Labour expenditure that has been disbursed,Material expenditure that has been disbursed,Labour expenditure both disbursed and pending,Material expenditure both disbursed and pending,Amount sanctioned,Works under mahatma gandhi national rural employment guarantee act (mgnrega),Total bank accounts,Individual bank accounts,Joint bank accounts,Amount disbursed to bank accounts,Post office accounts,Individual post office accounts,Joint post office accounts,Amount disbursed to post office accounts
91,India,1,Jammu And Kashmir,12,Rajouri,2011-12,83703,58768,3134,22622,33012,34777,41221,34703,41103,12852,34316,40642,1878,183,19590,865364,1887,108489,12839,560084,68,134512,1533937,236,772,1392.760,380.860,1876.340,772.450,4932.280,31244,51125,49064,2061,130076538,756,740,16,191130
92,India,1,Jammu And Kashmir,12,Rajouri,2012-13,104220,84399,3853,29320,51226,53879,64896,53527,64466,26818,52535,63196,4015,248,31106,1624740,2161,96606,19268,1000304,73,351794,2721650,88,1454,3162.170,2165.510,3182.210,2194.590,12030.850,73199,65710,63974,1736,221615906,2166,2156,10,3050865
93,India,1,Jammu And Kashmir,12,Rajouri,2013-14,103429,85016,3844,29955,51217,46220,56123,46204,56098,18601,42428,51164,1142,112,25843,1109816,2024,71804,14561,578971,84,240957,1760591,39,463,1814.700,1244.660,1947.550,1298.490,19242.890,81287,78019,75885,2134,149924085,460,450,10,626742
94,India,1,Jammu And Kashmir,12,Rajouri,2014-15,114374,104322,4297,34533,65492,31493,40026,31378,39829,11268,27538,34930,567,84,17267,571814,706,13711,9565,325384,50,198929,910909,2,197,1570.350,310.570,1636.580,374.790,15868.360,47582,91844,89291,2553,141459199,407,399,8,144448
95,India,1,Jammu And Kashmir,12,Rajouri,2015-16,119240,108258,4376,35419,68463,58549,79535,58427,79230,25652,53747,72106,3315,259,33308,1610301,1694,70302,18745,931517,117,570485,2612120,52,1334,2774.660,1627.760,2813.990,1756.630,24796.410,81888,109651,106418,3233,262832930,298,291,7,379636
96,India,1,Jammu And Kashmir,12,Rajouri,2016-17,114736,105134,4386,33738,67010,61706,84651,61602,84479,26549,54813,74170,3559,227,34251,1770765,2292,120008,18270,981676,106,681557,2872449,195,1574,2651.500,2308.380,2831.480,2798.160,1800144.640,88952,106520,103664,2856,206176878,61,61,0,99700
97,India,1,Jammu And Kashmir,12,Rajouri,2017-18,115167,105274,4317,33267,67690,66946,95901,66837,95714,35167,59539,83292,5043,183,38675,2097432,2137,101483,18727,1042315,116,887786,3241230,112,1639,5416.510,3547.050,6046.770,4178.990,2407091.630,85878,126505,126046,459,462227644,43,43,0,81680
98,India,1,Jammu And Kashmir,12,Rajouri,2018-19,114964,106548,4360,33565,68623,58282,85142,58215,85034,30539,51702,73426,3024,176,33953,1799842,1948,102711,15801,817635,120,817060,2720188,115,887,4945.070,2772.970,5205.460,4630.670,2309571.950,71752,142674,141997,677,496392821,42,42,0,0
99,India,1,Jammu And Kashmir,12,Rajouri,2019-20,124573,116327,4552,35471,76304,71421,107108,71395,107052,66152,65401,95394,1586,235,42440,2246758,2376,122293,20585,1111354,0,1127469,3480405,0,0,4591.160,1468.810,4772.970,1954.370,1857553.260,114071,177361,175917,1444,381171355,41,41,0,0
100,India,1,Jammu And Kashmir,12,Rajouri,2020-21,130652,120941,4633,35893,80415,87417,137759,87376,137683,106003,82527,126859,2489,295,55043,3111531,2902,168400,24582,1352633,0,1725262,4632564,0,0,13773.720,2298.070,13960.500,5448.220,1405800.420,175134,175939,174514,1425,1325629683,41,41,0,11832
101,India,1,Jammu And Kashmir,13,Srinagar,2011-12,2458,1528,3,233,1292,1386,2069,1373,2048,864,1359,1998,100,0,1158,48853,3,107,198,11884,0,16804,60844,0,27,4.130,0.000,56.400,37.470,743728.710,319,1433,1364,69,3323265,0,0,0,0
102,India,1,Jammu And Kashmir,13,Srinagar,2012-13,2460,1897,4,232,1661,909,1340,909,1338,597,900,1323,69,0,721,26186,3,204,176,11602,0,13493,37992,1,33,53.240,22.590,53.300,22.590,1653226.250,658,2403,2332,71,4326389,0,0,0,0
103,India,1,Jammu And Kashmir,13,Srinagar,2013-14,2566,2076,4,234,1838,1301,1994,1300,1992,852,1183,1716,116,1,983,49449,3,259,197,15044,0,19042,64752,2,46,98.980,43.390,99.600,51.710,349560.810,1215,3230,3179,51,9788881,0,0,0,0
104,India,1,Jammu And Kashmir,13,Srinagar,2014-15,3649,2904,0,503,2401,1373,2301,1348,2276,825,1160,1853,114,1,693,23434,0,0,467,37793,0,21235,61227,0,48,97.160,52.230,97.230,65.230,457.160,1168,4577,4514,63,9709324,0,0,0,0
105,India,1,Jammu And Kashmir,13,Srinagar,2015-16,6540,4435,0,623,3812,2624,3742,2623,3735,1380,2097,2736,109,2,1665,67299,0,0,432,28713,1,22353,96012,0,36,119.440,169.800,121.010,169.920,608.460,1470,5679,5608,71,11767145,0,0,0,0
106,India,1,Jammu And Kashmir,13,Srinagar,2016-17,6930,4716,0,622,4094,2266,2999,2265,2998,826,1638,2048,19,1,1438,50524,0,0,200,9729,1,11614,60253,0,9,97.450,127.090,97.460,130.130,493.820,1209,5179,5117,62,7103847,0,0,0,0
107,India,1,Jammu And Kashmir,13,Srinagar,2017-18,6916,4633,0,470,4163,2330,3289,2328,3287,891,1713,2242,75,5,1481,65403,0,0,232,13459,0,13976,78862,0,33,125.230,89.620,125.640,130.130,485.760,843,5474,5468,6,10206817,0,0,0,0
108,India,1,Jammu And Kashmir,13,Srinagar,2018-19,6799,4709,0,472,4237,1329,1890,1329,1889,521,919,1183,15,1,795,35789,0,0,124,5465,0,8108,41254,0,1,80.370,18.730,80.640,34.890,603.990,992,5914,5906,8,7655018,0,0,0,0
109,India,1,Jammu And Kashmir,13,Srinagar,2019-20,6911,4923,0,473,4450,1614,2316,1614,2316,808,1196,1607,9,2,1010,36222,0,0,186,8003,0,10108,44225,0,0,80.060,25.360,80.270,28.750,719.520,1445,6670,6655,15,7772448,0,0,0,0
110,India,1,Jammu And Kashmir,13,Srinagar,2020-21,7197,5174,0,471,4703,2205,3158,2205,3158,2079,1914,2633,96,4,1619,87798,0,0,295,17616,0,24349,105414,0,0,273.530,34.450,274.160,34.450,838.830,2009,6678,6665,13,26977883,0,0,0,0
111,India,1,Jammu And Kashmir,14,Udhampur,2011-12,55708,53923,14976,6788,32159,29925,33689,29847,33599,14309,29594,33248,824,22,17783,669369,7975,292129,3836,151760,127,82533,1113258,224,137,1338.050,318.180,1346.920,329.520,7166.810,20723,34035,33407,628,82529107,1889,1865,24,6312970
112,India,1,Jammu And Kashmir,14,Udhampur,2012-13,60986,58880,16059,7424,35397,34673,40261,34630,40206,15790,34486,40002,878,22,20753,816927,9482,360044,4251,163718,149,105379,1340689,232,113,1652.430,883.880,1653.860,883.880,7311762.860,21711,41077,40561,516,130714427,245,242,3,539327
113,India,1,Jammu And Kashmir,14,Udhampur,2013-14,62437,59994,16202,7491,36301,31399,37242,31386,37221,14701,28751,33645,760,15,17586,599642,7712,269249,3453,125939,100,87080,994830,227,97,1100.970,440.770,1108.400,465.560,11373342.540,20922,46445,45609,836,106827182,241,238,3,192375
114,India,1,Jammu And Kashmir,14,Udhampur,2014-15,63600,61626,16495,7614,37517,22257,26218,22211,26163,8723,18474,21421,115,11,11533,262590,4668,107831,2273,53429,65,40354,423850,37,12,617.140,481.320,638.020,511.480,4448765.770,17978,51251,50279,972,60859087,131,128,3,41998
115,India,1,Jammu And Kashmir,14,Udhampur,2015-16,65396,63096,16819,7722,38555,30992,37707,30974,37681,15758,26289,31366,327,28,16089,544403,6937,235368,3263,114828,114,87895,894599,74,67,1315.160,1201.850,1323.510,1220.950,2296003.310,25690,55932,54658,1274,130938952,129,126,3,56012
116,India,1,Jammu And Kashmir,14,Udhampur,2016-17,64127,61309,16291,7500,37518,30829,38183,30779,38117,13340,26403,32031,148,45,16230,519146,6979,220040,3194,106990,120,95291,846176,28,28,819.920,1157.180,844.520,1466.940,723292.260,21898,59238,58154,1084,79129663,9,9,0,4756
117,India,1,Jammu And Kashmir,14,Udhampur,2017-18,63292,60062,15816,7404,36842,29811,37656,29786,37613,15150,26372,32668,238,54,16561,582856,6753,230362,3058,106847,109,126261,920065,59,27,1961.780,2274.840,2025.620,3694.290,728161.970,26529,63744,63670,74,163712405,3,3,0,0
118,India,1,Jammu And Kashmir,14,Udhampur,2018-19,63786,60537,16019,7454,37064,20238,25652,20149,25529,11358,17623,22039,204,33,10648,359362,4713,153513,2262,83206,80,92379,596081,29,38,1086.390,318.000,1096.270,1258.920,505821.790,19960,71551,71366,185,111397600,3,3,0,0
119,India,1,Jammu And Kashmir,14,Udhampur,2019-20,66724,62704,16572,7619,38513,30092,39375,30054,39322,26569,27046,34744,275,45,16320,604561,7248,259391,3478,133856,0,167612,997808,0,0,2075.800,372.850,2088.180,396.450,452697.950,41551,77493,77240,253,188015619,3,3,0,0
120,India,1,Jammu And Kashmir,14,Udhampur,2020-21,68980,62909,16633,7630,38646,31732,42612,31651,42498,35021,29420,38758,241,72,17858,678049,7932,297448,3630,143883,0,203705,1119380,0,0,2754.800,264.310,2798.350,409.790,456415.100,58543,77601,77346,255,263289799,3,3,0,0
121,India,1,Jammu And Kashmir,620,Kishtwar,2011-12,64003,57061,1582,7355,48124,34783,50216,34761,50170,20454,34557,49884,9069,17,29431,2128953,736,47103,4390,307750,10,794321,2483806,111,915,3006.170,1298.260,3013.520,1328.320,2389345.530,29853,38054,29660,8394,197341427,2462,2246,216,11254335
122,India,1,Jammu And Kashmir,620,Kishtwar,2012-13,74289,70581,1865,8291,60425,42375,54625,42343,54592,27430,42207,54441,10520,20,36132,2818911,1017,82735,5058,402236,12,1039383,3303882,404,1530,3151.700,1948.450,3155.960,1982.670,6668907.920,34302,46523,46066,457,214119692,1747,1571,176,3675272
123,India,1,Jammu And Kashmir,620,Kishtwar,2013-14,75056,71583,2995,9100,59488,46373,51362,46368,51349,48070,45473,49621,17865,19,36909,3117988,1981,158514,6583,600340,73,1097377,3876842,632,3004,3990.340,3355.090,4177.950,3550.330,14527007.860,42324,49043,48659,384,354971676,1430,1336,94,3265552
124,India,1,Jammu And Kashmir,620,Kishtwar,2014-15,74630,72350,3011,8562,60777,46656,49858,46606,49783,26489,41251,42183,1425,16,33502,1989589,1743,90111,6006,300182,103,705263,2379882,25,72,2343.750,772.340,2445.590,861.460,11499249.780,42058,54753,54262,491,220648183,1370,1279,91,1843440
125,India,1,Jammu And Kashmir,620,Kishtwar,2015-16,75166,72833,2957,8609,61267,47772,54206,47719,54096,38184,44533,48806,2472,19,36154,2578390,1832,120853,6547,485647,114,967071,3184890,127,599,3437.110,2678.280,3466.460,2755.030,6358807.680,47646,59638,59126,512,250625068,1263,1218,45,2555192
126,India,1,Jammu And Kashmir,620,Kishtwar,2016-17,65702,64069,2725,8392,52952,47461,51161,47435,51131,40526,46255,49139,11959,26,37728,2976197,1927,164861,6600,519089,140,1123594,3660147,995,2463,3726.090,3939.020,4377.630,5322.530,22773.590,38697,58617,57911,706,369601461,235,222,13,605677
127,India,1,Jammu And Kashmir,620,Kishtwar,2017-18,60398,59114,2476,7600,49038,49348,59956,49289,59875,43644,47564,57409,2638,60,39064,2997617,1900,138986,6600,536390,167,1267662,3672993,178,642,5964.960,3134.730,6518.130,6209.400,26915.540,33286,71660,71317,343,481621818,52,52,0,57609
128,India,1,Jammu And Kashmir,620,Kishtwar,2018-19,64028,62423,2443,7707,52273,53387,58526,53314,58401,48650,48532,53429,7535,54,39730,3317269,1973,169421,6829,605730,171,1336567,4092420,598,1448,6082.980,2206.510,6208.170,2935.820,39978.840,39459,80331,79856,475,597927497,47,47,0,0
129,India,1,Jammu And Kashmir,620,Kishtwar,2019-20,65279,63814,2404,7643,53767,53653,59952,53616,59912,111739,51767,57660,2879,55,43096,3564950,1936,159420,6735,567793,0,1510802,4292163,0,0,8579.250,3031.260,8629.190,3877.930,55007.850,64172,79266,78839,427,796313499,15,15,0,0
130,India,1,Jammu And Kashmir,620,Kishtwar,2020-21,64658,63251,2265,7584,53402,57138,62497,57066,62403,116767,56289,61209,3167,65,47258,3657608,1995,162103,7036,604027,0,1588223,4423738,0,0,14357.270,1796.410,14450.660,3733.130,65477.360,66541,79811,79379,432,1382380593,15,15,0,0
131,India,1,Jammu And Kashmir,621,Ramban,2011-12,46402,45417,1618,4810,38989,19126,29160,19091,29111,7969,19011,28910,3486,31,17045,976465,485,27046,1481,83365,222,175420,1086876,68,299,962.530,104.890,1296.710,729.420,5210043.360,12930,23591,21451,2140,53301469,3883,3623,260,14428185
132,India,1,Jammu And Kashmir,621,Ramban,2012-13,50409,49221,1716,4960,42545,23285,36250,23237,36171,11494,22961,35601,1709,30,20353,1020337,646,33033,1962,94451,398,232237,1147821,62,147,1515.820,580.930,1515.820,580.930,76764135.110,18949,40249,38660,1589,88043323,3052,2851,201,7033925
133,India,1,Jammu And Kashmir,621,Ramban,2013-14,51491,48776,1714,4695,42367,27811,43259,27799,43235,16946,26459,40586,2303,34,23501,1084706,797,44923,2161,104351,834,301083,1233980,107,195,1298.330,388.930,1456.020,497.460,120376875.600,20812,50126,48498,1628,113534009,286,275,11,277095
134,India,1,Jammu And Kashmir,621,Ramban,2014-15,49977,48219,1563,4242,42414,5200,7600,5000,7321,1681,3574,5054,58,33,3370,115453,65,3180,139,4108,10,36989,122741,2,1,412.050,594.200,422.790,615.800,112136236.800,7969,55010,53284,1726,36571288,277,266,11,28359
135,India,1,Jammu And Kashmir,621,Ramban,2015-16,50204,48348,1551,4217,42580,21760,33170,21754,33128,11949,20916,31440,1177,46,18626,883168,620,32340,1670,81670,580,228177,997178,59,101,656.350,834.010,656.550,907.810,63259107.000,9993,58049,56350,1699,87075223,225,217,8,252230
136,India,1,Jammu And Kashmir,621,Ramban,2016-17,43822,42142,1129,3716,37297,20929,32414,20916,32381,11027,19699,30190,175,67,17533,792910,564,25773,1602,76413,582,198627,895096,3,17,828.760,636.490,851.010,816.870,102375364.800,9903,52435,51390,1045,94193431,118,116,2,273551
137,India,1,Jammu And Kashmir,621,Ramban,2017-18,43148,41202,1082,3459,36661,23206,36691,23207,36690,13983,21337,32978,631,54,19099,862086,532,25174,1706,77444,577,256051,964704,12,54,1146.920,1111.580,1244.330,2128.950,32376225.010,12056,60965,60689,276,95792722,100,100,0,36176
138,India,1,Jammu And Kashmir,621,Ramban,2018-19,47199,44274,1182,3683,39409,21625,34757,21616,34738,15511,19653,30684,359,67,17695,757546,454,21983,1504,68750,557,237718,848279,14,30,952.240,451.200,997.650,545.650,32750578.610,21030,74886,74331,555,95399759,57,57,0,0
139,India,1,Jammu And Kashmir,621,Ramban,2019-20,51858,48256,1324,4105,42827,28304,46874,28285,46847,21652,25602,40999,314,75,22924,979250,635,30322,2043,91763,0,321255,1101335,0,0,1992.250,190.530,2016.280,218.700,30353725.990,38550,81663,80800,863,178215231,35,35,0,0
140,India,1,Jammu And Kashmir,621,Ramban,2020-21,55674,49356,1344,4194,43818,29736,48650,29680,48543,34512,27271,43021,338,103,24268,1025519,789,35226,2214,94237,0,331499,1154982,0,0,3612.800,343.830,3639.290,421.360,20695779.590,60012,81848,80979,869,340083499,35,35,0,0
141,India,1,Jammu And Kashmir,622,Kulgam,2011-12,30895,29004,34,991,27979,9314,26071,9101,25603,1990,8863,24744,677,18,8667,465619,7,451,189,8274,59,143235,474344,0,4,287.500,581.250,473.080,837.900,5382.040,14007,36686,13498,23188,25717596,1666,1099,567,1057570
142,India,1,Jammu And Kashmir,622,Kulgam,2012-13,50056,47540,36,1243,46261,34632,112756,34574,112616,9468,34142,110767,4951,105,33398,2425855,31,1954,713,44874,313,902660,2472683,7,60,3079.340,3561.190,3105.190,3613.170,213503.680,52550,68305,34022,34283,277627192,1251,842,409,5201869
143,India,1,Jammu And Kashmir,622,Kulgam,2013-14,53717,51648,36,1234,50378,26855,67334,26855,67324,11804,24710,60966,2353,36,24280,1358897,13,791,417,21989,126,452301,1381677,3,23,1731.470,1434.840,1784.360,1508.200,209874.320,36853,68576,46693,21883,151248516,930,646,284,1057090
144,India,1,Jammu And Kashmir,622,Kulgam,2014-15,55802,54421,35,1223,53163,21198,35603,21174,35553,7897,18574,30471,995,25,18378,807378,8,438,188,6904,102,175063,814720,1,7,978.910,924.540,1019.360,977.830,208230.620,27865,83291,62472,20819,93497313,784,552,232,20270
145,India,1,Jammu And Kashmir,622,Kulgam,2015-16,59248,57581,39,1327,56215,28838,54529,28823,54401,15784,27015,49605,2066,34,26642,1385018,13,613,360,15517,155,357476,1401148,1,15,1569.330,2295.920,1647.760,2327.650,480507.600,42508,101385,82043,19342,142332339,585,416,169,53729
146,India,1,Jammu And Kashmir,622,Kulgam,2016-17,58996,56999,28,1270,55701,32506,62328,32483,62262,20474,30232,55893,1894,44,29797,1715133,16,770,419,23198,173,455883,1739101,0,23,2035.310,1607.880,2088.400,1835.740,280511.830,35869,85431,79934,5497,145610124,199,161,38,18474
147,India,1,Jammu And Kashmir,622,Kulgam,2017-18,50938,49402,22,1059,48321,27409,56706,27391,56628,16070,25414,49960,766,36,25088,1189056,11,482,315,12554,160,359760,1202092,0,1,2853.490,2128.660,2896.490,3884.600,10978.520,32547,96146,95988,158,210731731,99,93,6,25431
148,India,1,Jammu And Kashmir,622,Kulgam,2018-19,51177,49812,23,1023,48766,35303,74168,35285,74099,23817,32573,65914,2681,44,32159,2103713,13,651,401,22837,213,641864,2127201,0,4,2434.340,579.280,2460.330,593.740,13881.020,30910,105273,105176,97,228395564,63,58,5,0
149,India,1,Jammu And Kashmir,622,Kulgam,2019-20,51911,50636,25,1088,49523,29736,58330,29719,58297,22039,24755,46520,749,33,24433,1267861,8,491,314,14489,0,400861,1282841,0,0,3120.000,1066.010,3138.830,1078.200,19621.080,45917,110511,110359,152,286299383,56,51,5,0
150,India,1,Jammu And Kashmir,622,Kulgam,2020-21,52706,50811,26,1138,49647,31557,61511,31525,61435,20622,29906,56163,1175,45,29396,1740591,15,885,495,27376,0,532370,1768852,0,0,5820.590,1961.560,5854.670,2082.220,22937.840,53659,110419,110266,153,571059907,56,51,5,0
151,India,1,Jammu And Kashmir,623,Bandipora,2011-12,22224,13666,7,885,12774,7459,9644,7339,9481,3186,7250,9352,279,1,6813,279348,2,87,435,14307,21,39313,293742,0,11,269.570,215.110,321.630,311.400,1761.980,4884,10618,9731,887,13589617,10,10,0,29040
152,India,1,Jammu And Kashmir,623,Bandipora,2012-13,30653,25579,52,3053,22474,13313,16720,13114,16449,8205,13043,16330,775,2,11577,581398,18,670,1448,86925,52,85703,668993,2,220,880.290,828.890,882.170,836.470,3935.010,11863,31785,31083,702,82943224,5,5,0,14332
153,India,1,Jammu And Kashmir,623,Bandipora,2013-14,32470,27757,53,3423,24281,19100,24850,19038,24773,11750,16689,21275,1415,4,14307,719088,40,1888,2342,136014,88,146430,856990,4,207,1096.780,888.630,1097.960,905.150,5890.600,17088,31900,31525,375,107640413,5,5,0,2175
154,India,1,Jammu And Kashmir,623,Bandipora,2014-15,34833,31900,54,4262,27584,10597,13717,10572,13673,4664,8539,10886,249,2,7306,262408,18,688,1215,46337,25,55062,309433,1,26,441.670,486.790,445.890,486.970,4474.950,10773,37068,36602,466,43749478,5,5,0,0
155,India,1,Jammu And Kashmir,623,Bandipora,2015-16,36152,33167,61,4301,28805,15759,22994,15743,22940,8388,13992,20019,651,6,12324,519341,26,1347,1642,80073,48,112690,600761,3,98,960.220,679.320,963.740,729.080,4832.970,14778,42603,42067,536,92057253,5,5,0,0
156,India,1,Jammu And Kashmir,623,Bandipora,2016-17,33909,31612,55,4155,27402,14346,21087,14333,21063,7499,12436,17792,353,6,10595,484638,30,1394,1811,94091,55,117693,580123,3,74,836.490,434.980,836.970,457.770,103782.610,7616,36490,36088,402,66487123,5,5,0,3979
157,India,1,Jammu And Kashmir,623,Bandipora,2017-18,35162,32809,55,4172,28582,15313,22959,15296,22940,9329,13478,19697,586,3,11641,566406,19,963,1818,102348,47,143424,669717,1,128,1057.190,630.630,1077.210,818.550,203442.420,11522,42961,42836,125,90623901,5,5,0,0
158,India,1,Jammu And Kashmir,623,Bandipora,2018-19,36763,34505,58,4384,30063,15658,23970,15650,23958,11028,14589,21898,827,9,12668,724096,17,925,1904,112345,58,192210,837366,3,112,835.610,436.550,859.260,448.500,103851.600,10016,46190,45995,195,81607502,4,4,0,0
159,India,1,Jammu And Kashmir,623,Bandipora,2019-20,37099,34935,16,4488,30431,13101,19198,13086,19175,5854,10799,15229,63,3,8982,359415,3,163,1814,86308,0,104832,445886,0,0,1298.100,198.580,1306.650,202.850,106113.360,18770,43278,43104,174,95764923,4,4,0,0
